Date,Open,High,Low,Close,Volume,Adj Close
1991-07-01,2911.67,2971.15,2911.67,2958.41,166880000,2958.41
1991-06-28,2934.03,2934.03,2879.25,2906.75,162670000,2906.75
1991-06-27,2913.01,2946.56,2909.21,2934.93,155820000,2934.93
1991-06-26,2910.11,2934.03,2879.25,2913.01,186830000,2913.01
1991-06-25,2913.01,2938.51,2887.97,2910.11,155450000,2910.11
1991-06-24,2957.29,2957.29,2904.29,2913.01,137700000,2913.01
1991-06-21,2953.94,2977.64,2937.84,2965.56,193110000,2965.56
1991-06-20,2955.50,2969.81,2927.33,2953.94,163780000,2953.94
1991-06-19,2978.31,2978.31,2933.59,2955.50,156070000,2955.50
1991-06-18,2993.96,3022.14,2970.48,2986.81,154900000,2986.81
1991-06-17,3000.45,3021.69,2977.86,2993.96,133910000,2993.96
1991-06-14,2967.58,3014.98,2967.58,3000.45,167530000,3000.45
1991-06-13,2961.99,2982.11,2942.53,2965.12,144870000,2965.12
1991-06-12,2985.91,2987.25,2928.89,2961.99,165720000,2961.99
1991-06-11,2975.40,3012.08,2963.10,2985.91,161240000,2985.91
1991-06-10,2976.74,2992.84,2958.41,2975.40,127420000,2975.40
1991-06-07,2994.86,3005.14,2954.61,2976.74,167830000,2976.74
1991-06-06,3005.37,3027.06,2975.63,2994.86,168050000,2994.86
1991-06-05,3027.95,3042.93,2989.49,3005.37,186300000,3005.37
1991-06-04,3035.33,3042.04,2992.62,3027.95,180170000,3027.95
1991-06-03,3027.50,3057.47,3000.67,3035.33,173710000,3035.33
1991-05-31,3000.45,3044.50,2972.94,3027.50,231680000,3027.50
1991-05-30,2969.59,3022.81,2950.58,3000.45,234090000,3000.45
1991-05-29,2958.86,2987.92,2940.74,2969.59,188150000,2969.59
1991-05-28,2913.91,2965.12,2903.85,2958.86,161950000,2958.86
1991-05-24,2900.04,2931.13,2893.78,2913.91,124500000,2913.91
1991-05-23,2910.33,2935.38,2881.04,2900.04,173080000,2900.04
1991-05-22,2906.08,2930.01,2881.93,2910.33,159310000,2910.33
1991-05-21,2892.22,2931.80,2875.00,2906.08,186860000,2906.08
1991-05-20,2886.63,2910.78,2872.76,2892.22,109510000,2892.22
1991-05-17,2894.01,2908.54,2860.02,2886.63,174210000,2886.63
1991-05-16,2865.38,2905.64,2863.82,2894.01,154460000,2894.01
1991-05-15,2886.85,2901.83,2834.53,2865.38,193110000,2865.38
1991-05-14,2922.85,2922.85,2870.08,2886.85,207910000,2886.85
1991-05-13,2920.17,2945.44,2896.24,2924.42,129620000,2924.42
1991-05-10,2971.15,2986.14,2906.08,2920.17,172730000,2920.17
1991-05-09,2930.90,2983.68,2926.88,2971.15,180210000,2971.15
1991-05-08,2917.49,2945.21,2898.70,2930.90,157240000,2930.90
1991-05-07,2941.64,2962.66,2906.53,2917.49,153290000,2917.49
1991-05-06,2938.86,2956.84,2911.45,2941.64,128360000,2941.64
1991-05-03,2938.61,2959.90,2906.93,2938.86,158160000,2938.86
1991-05-02,2930.20,2966.34,2917.33,2938.61,187090000,2938.61
1991-05-01,2887.87,2945.30,2882.43,2930.20,181900000,2930.20
1991-04-30,2876.98,2929.21,2859.41,2887.87,204930000,2887.87
1991-04-29,2912.38,2941.09,2869.55,2876.98,149860000,2876.98
1991-04-26,2921.04,2934.90,2888.61,2912.38,154550000,2912.38
1991-04-25,2949.51,2958.42,2905.20,2921.04,166940000,2921.04
1991-04-24,2930.45,2965.10,2913.37,2949.51,166800000,2949.51
1991-04-23,2927.72,2957.92,2905.94,2930.45,167840000,2930.45
1991-04-22,2962.13,2962.13,2911.63,2927.72,164410000,2927.72
1991-04-19,2999.26,3000.25,2943.56,2965.59,195510000,2965.59
1991-04-18,3004.46,3027.72,2976.24,2999.26,217410000,2999.26
1991-04-17,2986.88,3030.45,2963.12,3004.46,246930000,3004.46
1991-04-16,2933.17,2995.79,2912.13,2986.88,214480000,2986.88
1991-04-15,2920.79,2957.18,2896.29,2933.17,161800000,2933.17
1991-04-12,2905.45,2946.53,2884.16,2920.79,198610000,2920.79
1991-04-11,2877.72,2937.62,2877.72,2905.45,196570000,2905.45
1991-04-10,2873.02,2902.48,2848.51,2874.50,167940000,2874.50
1991-04-09,2918.56,2932.42,2863.36,2873.02,169940000,2873.02
1991-04-08,2896.78,2929.21,2877.72,2918.56,138580000,2918.56
1991-04-05,2924.50,2949.26,2876.98,2896.78,187410000,2896.78
1991-04-04,2926.73,2959.41,2899.75,2924.50,198120000,2924.50
1991-04-03,2945.05,2970.54,2915.84,2926.73,213720000,2926.73
1991-04-02,2881.19,2951.98,2878.22,2945.05,189530000,2945.05
1991-04-01,2913.86,2919.31,2868.32,2881.19,144010000,2881.19
1991-03-28,2917.57,2942.08,2893.32,2913.86,150750000,2913.86
1991-03-27,2914.85,2956.93,2886.14,2917.57,201830000,2917.57
1991-03-26,2865.84,2924.01,2848.02,2914.85,198720000,2914.85
1991-03-25,2858.91,2897.52,2837.87,2865.84,153920000,2865.84
1991-03-22,2855.45,2879.95,2829.21,2858.91,160890000,2858.91
1991-03-21,2872.03,2907.92,2841.58,2855.45,199830000,2855.45
1991-03-20,2867.82,2897.03,2840.84,2872.03,196810000,2872.03
1991-03-19,2908.17,2908.17,2840.84,2867.82,177070000,2867.82
1991-03-18,2948.27,2960.64,2899.75,2929.95,163100000,2929.95
1991-03-15,2952.23,2966.58,2918.81,2948.27,237660000,2948.27
1991-03-14,2955.20,3000.00,2925.74,2952.23,231000000,2952.23
1991-03-13,2922.52,2967.82,2910.89,2955.20,176000000,2955.20
1991-03-12,2939.36,2962.13,2906.68,2922.52,176440000,2922.52
1991-03-11,2955.20,2975.50,2923.27,2939.36,161600000,2939.36
1991-03-08,2963.37,3003.47,2934.90,2955.20,206850000,2955.20
1991-03-07,2973.27,2998.51,2948.51,2963.37,197060000,2963.37
1991-03-06,2972.52,3017.82,2957.67,2973.27,262290000,2973.27
1991-03-05,2914.11,2995.54,2913.86,2972.52,253700000,2972.52
1991-03-04,2909.90,2950.74,2897.03,2914.11,199830000,2914.11
1991-03-01,2882.18,2923.51,2846.78,2909.90,221510000,2909.90
1991-02-28,2889.11,2923.51,2858.42,2882.18,223010000,2882.18
1991-02-27,2864.60,2915.35,2839.85,2889.11,211410000,2889.11
1991-02-26,2887.87,2895.30,2840.10,2864.60,164170000,2864.60
1991-02-25,2889.36,2935.89,2865.35,2887.87,193820000,2887.87
1991-02-22,2891.83,2945.79,2860.40,2889.36,218760000,2889.36
1991-02-21,2899.01,2927.72,2871.29,2891.83,180770000,2891.83
1991-02-20,2923.76,2923.76,2879.46,2899.01,185680000,2899.01
1991-02-19,2934.65,2955.20,2895.30,2932.18,189900000,2932.18
1991-02-15,2877.23,2947.28,2868.07,2934.65,222370000,2934.65
1991-02-14,2909.16,2942.08,2852.48,2877.23,230750000,2877.23
1991-02-13,2874.75,2918.32,2848.51,2909.16,209960000,2909.16
1991-02-12,2902.23,2923.02,2848.27,2874.75,256160000,2874.75
1991-02-11,2830.69,2910.64,2822.52,2902.23,265930000,2902.23
1991-02-08,2810.64,2847.28,2787.13,2830.69,187830000,2830.69
1991-02-07,2830.94,2875.50,2790.59,2810.64,292190000,2810.64
1991-02-06,2788.37,2844.80,2760.15,2830.94,276940000,2830.94
1991-02-05,2772.28,2805.20,2742.82,2788.37,290570000,2788.37
1991-02-04,2730.69,2791.83,2714.85,2772.28,250750000,2772.28
1991-02-01,2736.39,2764.60,2694.31,2730.69,246670000,2730.69
1991-01-31,2713.12,2747.28,2691.58,2736.39,204240000,2736.39
1991-01-30,2662.62,2725.99,2654.70,2713.12,226790000,2713.12
1991-01-29,2654.46,2677.23,2627.23,2662.62,155740000,2662.62
1991-01-28,2659.41,2688.61,2635.15,2654.46,141270000,2654.46
1991-01-25,2643.07,2679.46,2623.27,2659.41,194350000,2659.41
1991-01-24,2619.06,2667.33,2615.10,2643.07,223150000,2643.07
1991-01-23,2603.22,2645.54,2584.65,2619.06,169440000,2619.06
1991-01-22,2629.21,2645.05,2586.39,2603.22,175590000,2603.22
1991-01-21,2646.29,2646.29,2602.97,2629.21,136290000,2629.21
1991-01-18,2623.51,2663.37,2600.25,2646.78,226770000,2646.78
1991-01-17,2571.78,2635.40,2571.78,2623.51,318890000,2623.51
1991-01-16,2490.59,2525.25,2475.99,2508.91,134560000,2508.91
1991-01-15,2483.91,2504.46,2470.05,2490.59,109980000,2490.59
1991-01-14,2500.99,2500.99,2447.03,2483.91,120830000,2483.91
1991-01-11,2498.76,2516.09,2472.77,2501.49,123050000,2501.49
1991-01-10,2470.30,2512.13,2467.08,2498.76,124510000,2498.76
1991-01-09,2509.41,2562.38,2456.19,2470.30,191100000,2470.30
1991-01-08,2522.77,2544.06,2493.07,2509.41,143390000,2509.41
1991-01-07,2563.37,2563.37,2514.11,2522.77,130610000,2522.77
1991-01-04,2573.51,2601.98,2540.84,2566.09,140820000,2566.09
1991-01-03,2610.64,2622.28,2567.57,2573.51,141450000,2573.51
1991-01-02,2633.66,2651.73,2600.99,2610.64,126280000,2610.64
1990-12-31,2629.21,2641.09,2611.14,2633.66,114130000,2633.66
1990-12-28,2625.50,2639.11,2607.92,2629.21,111030000,2629.21
1990-12-27,2637.13,2652.23,2616.58,2625.50,102900000,2625.50
1990-12-26,2621.29,2653.96,2613.37,2637.13,78730000,2637.13
1990-12-24,2633.66,2638.12,2609.65,2621.29,57200000,2621.29
1990-12-21,2629.46,2662.62,2619.55,2633.66,233400000,2633.66
1990-12-20,2626.73,2645.81,2591.58,2629.46,174700000,2629.46
1990-12-19,2626.73,2648.51,2602.48,2626.73,180380000,2626.73
1990-12-18,2593.32,2639.36,2583.17,2626.73,176460000,2626.73
1990-12-17,2593.81,2600.74,2563.61,2593.32,118560000,2593.32
1990-12-14,2614.36,2617.82,2572.03,2593.81,150880000,2593.81
1990-12-13,2622.28,2640.59,2598.76,2614.36,162110000,2614.36
1990-12-12,2586.14,2630.69,2578.22,2622.28,182270000,2622.28
1990-12-11,2596.78,2606.93,2565.59,2586.14,145330000,2586.14
1990-12-10,2590.10,2609.40,2566.58,2596.78,138650000,2596.78
1990-12-07,2602.48,2618.07,2571.78,2590.10,164950000,2590.10
1990-12-06,2610.40,2656.44,2589.36,2602.48,256380000,2602.48
1990-12-05,2579.70,2615.84,2558.42,2610.40,205820000,2610.40
1990-12-04,2565.59,2592.08,2534.65,2579.70,185820000,2579.70
1990-12-03,2559.65,2589.60,2543.56,2565.59,177010000,2565.59
1990-11-30,2518.81,2577.23,2498.51,2559.65,192350000,2559.65
1990-11-29,2535.15,2544.31,2501.23,2518.81,140920000,2518.81
1990-11-28,2543.81,2564.60,2521.04,2535.15,145490000,2535.15
1990-11-27,2533.17,2562.62,2516.09,2543.81,147590000,2543.81
1990-11-26,2527.23,2541.58,2489.85,2533.17,131540000,2533.17
1990-11-23,2539.36,2557.92,2521.04,2527.23,63350000,2527.23
1990-11-21,2530.20,2552.23,2502.72,2539.36,140660000,2539.36
1990-11-20,2565.35,2574.50,2524.01,2530.20,161170000,2530.20
1990-11-19,2550.25,2580.69,2543.07,2565.35,140950000,2565.35
1990-11-16,2545.05,2570.79,2522.28,2550.25,165440000,2550.25
1990-11-15,2559.65,2567.33,2528.71,2545.05,151370000,2545.05
1990-11-14,2535.40,2581.19,2522.77,2559.65,179310000,2559.65
1990-11-13,2540.35,2559.90,2512.38,2535.40,160240000,2535.40
1990-11-12,2490.10,2550.99,2490.10,2540.35,161390000,2540.35
1990-11-09,2443.81,2500.74,2438.61,2488.61,145160000,2488.61
1990-11-08,2440.84,2468.81,2415.84,2443.81,155570000,2443.81
1990-11-07,2485.15,2490.35,2430.94,2440.84,149130000,2440.84
1990-11-06,2502.23,2516.83,2471.53,2485.15,141130000,2485.15
1990-11-05,2490.84,2519.06,2472.77,2502.23,147510000,2502.23
1990-11-02,2454.95,2501.73,2447.28,2490.84,168700000,2490.84
1990-11-01,2442.33,2473.02,2415.59,2454.95,159270000,2454.95
1990-10-31,2448.02,2475.99,2419.55,2442.33,156060000,2442.33
1990-10-30,2430.20,2462.87,2400.50,2448.02,153450000,2448.02
1990-10-29,2436.14,2470.30,2407.67,2430.20,133980000,2430.20
1990-10-26,2482.18,2482.18,2429.21,2436.14,130190000,2436.14
1990-10-25,2504.21,2525.99,2464.11,2484.41,141460000,2484.41
1990-10-24,2494.06,2523.02,2470.54,2504.21,149290000,2504.21
1990-10-23,2516.09,2527.97,2480.20,2494.06,146300000,2494.06
1990-10-22,2520.79,2535.40,2476.73,2516.09,152650000,2516.09
1990-10-19,2453.47,2536.88,2453.47,2520.79,221480000,2520.79
1990-10-18,2391.83,2461.63,2391.83,2452.72,204110000,2452.72
1990-10-17,2381.19,2418.56,2358.17,2387.87,161260000,2387.87
1990-10-16,2416.34,2434.41,2366.83,2381.19,149570000,2381.19
1990-10-15,2398.02,2451.24,2354.95,2416.34,164980000,2416.34
1990-10-12,2365.10,2428.71,2349.75,2398.02,187940000,2398.02
1990-10-11,2407.92,2427.23,2344.31,2365.10,180060000,2365.10
1990-10-10,2445.54,2472.03,2388.36,2407.92,167890000,2407.92
1990-10-09,2514.60,2514.60,2437.87,2445.54,145610000,2445.54
1990-10-08,2510.64,2548.02,2507.18,2523.76,99470000,2523.76
1990-10-05,2516.83,2544.55,2453.47,2510.64,153380000,2510.64
1990-10-04,2489.36,2528.22,2464.85,2516.83,145410000,2516.83
1990-10-03,2505.20,2534.65,2470.79,2489.36,135490000,2489.36
1990-10-02,2515.84,2565.35,2487.62,2505.20,188360000,2505.20
1990-10-01,2452.48,2534.65,2446.53,2515.84,202210000,2515.84
1990-09-28,2427.48,2465.59,2367.82,2452.48,201010000,2452.48
1990-09-27,2459.65,2492.33,2396.29,2427.48,182690000,2427.48
1990-09-26,2485.64,2496.04,2435.40,2459.65,155570000,2459.65
1990-09-25,2452.97,2501.24,2437.38,2485.64,155940000,2485.64
1990-09-24,2498.02,2498.02,2438.12,2452.97,162210000,2452.97
1990-09-21,2518.32,2538.37,2479.95,2512.38,201050000,2512.38
1990-09-20,2549.01,2549.01,2495.54,2518.32,145100000,2518.32
1990-09-19,2571.29,2594.55,2534.41,2557.43,147530000,2557.43
1990-09-18,2567.33,2587.87,2524.26,2571.29,141130000,2571.29
1990-09-17,2564.11,2585.89,2537.13,2567.33,110600000,2567.33
1990-09-14,2582.67,2585.15,2545.54,2564.11,133390000,2564.11
1990-09-13,2625.74,2629.21,2570.54,2582.67,123370000,2582.67
1990-09-12,2612.62,2639.11,2592.33,2625.74,129890000,2625.74
1990-09-11,2615.59,2635.64,2586.88,2612.62,113220000,2612.62
1990-09-10,2619.55,2665.35,2600.99,2615.59,119730000,2615.59
1990-09-07,2596.29,2635.89,2577.72,2619.55,123800000,2619.55
1990-09-06,2628.22,2633.17,2575.99,2596.29,125620000,2596.29
1990-09-05,2613.37,2643.07,2588.61,2628.22,120610000,2628.22
1990-09-04,2614.36,2618.07,2573.02,2613.37,92940000,2613.37
1990-08-31,2593.32,2624.50,2569.31,2614.36,96480000,2614.36
1990-08-30,2632.43,2641.34,2578.47,2593.32,120890000,2593.32
1990-08-29,2614.85,2651.24,2596.53,2632.43,134240000,2632.43
1990-08-28,2611.63,2629.95,2582.92,2614.85,127660000,2614.85
1990-08-27,2590.59,2645.05,2590.59,2611.63,160150000,2611.63
1990-08-24,2483.42,2555.69,2480.45,2532.92,199040000,2532.92
1990-08-23,2539.60,2539.60,2459.41,2483.42,250440000,2483.42
1990-08-22,2603.96,2630.69,2553.22,2560.15,175550000,2560.15
1990-08-21,2645.53,2645.53,2566.09,2603.96,194630000,2603.96
1990-08-20,2644.80,2679.21,2632.43,2656.44,129630000,2656.44
1990-08-17,2679.21,2679.21,2598.02,2644.80,212560000,2644.80
1990-08-16,2746.53,2746.53,2676.24,2681.44,138850000,2681.44
1990-08-15,2747.77,2778.71,2736.38,2748.27,135210000,2748.27
1990-08-14,2746.78,2773.02,2720.54,2747.77,130320000,2747.77
1990-08-13,2716.58,2752.23,2676.73,2746.78,122820000,2746.78
1990-08-10,2758.91,2763.61,2692.82,2716.58,145340000,2716.58
1990-08-09,2734.90,2774.26,2716.58,2758.91,155810000,2758.91
1990-08-08,2710.64,2763.37,2691.34,2734.90,190400000,2734.90
1990-08-07,2716.34,2763.86,2676.24,2710.64,231580000,2710.64
1990-08-06,2758.42,2758.42,2683.17,2716.34,240400000,2716.34
1990-08-03,2863.86,2863.86,2722.03,2809.65,292360000,2809.65
1990-08-02,2899.26,2903.71,2833.17,2864.60,253090000,2864.60
1990-08-01,2905.20,2931.19,2875.00,2899.26,176810000,2899.26
1990-07-31,2917.33,2940.10,2878.47,2905.20,173810000,2905.20
1990-07-30,2898.51,2922.52,2861.14,2917.33,146470000,2917.33
1990-07-27,2920.79,2938.36,2877.72,2898.51,149070000,2898.51
1990-07-26,2930.94,2945.79,2888.12,2920.79,155040000,2920.79
1990-07-25,2922.52,2946.53,2896.78,2930.94,163530000,2930.94
1990-07-24,2904.70,2939.60,2866.83,2922.52,181920000,2922.52
1990-07-23,2961.14,2961.39,2833.17,2904.70,209030000,2904.70
1990-07-20,2993.81,3019.31,2953.71,2961.14,177810000,2961.14
1990-07-19,2981.68,3006.19,2948.27,2993.81,161990000,2993.81
1990-07-18,2999.75,3009.65,2963.61,2981.68,168760000,2981.68
1990-07-17,2999.75,3024.26,2970.05,2999.75,176790000,2999.75
1990-07-16,2980.20,3017.08,2971.78,2999.75,149450000,2999.75
1990-07-13,2969.80,3012.38,2956.68,2980.20,215600000,2980.20
1990-07-12,2932.67,2980.69,2917.82,2969.80,211510000,2969.80
1990-07-11,2890.84,2942.33,2890.10,2932.67,162220000,2932.67
1990-07-10,2914.11,2928.22,2882.18,2890.84,147630000,2890.84
1990-07-09,2904.95,2927.97,2890.84,2914.11,119390000,2914.11
1990-07-06,2879.21,2919.80,2867.57,2904.95,111730000,2904.95
1990-07-05,2906.44,2906.44,2863.61,2879.21,128320000,2879.21
1990-07-03,2899.26,2925.74,2891.09,2911.63,130050000,2911.63
1990-07-02,2880.69,2908.66,2869.80,2899.26,130200000,2899.26
1990-06-29,2878.71,2901.98,2865.84,2880.69,145510000,2880.69
1990-06-28,2862.13,2896.04,2850.50,2878.71,136120000,2878.71
1990-06-27,2842.33,2878.96,2821.53,2862.13,146620000,2862.13
1990-06-26,2845.05,2882.92,2832.67,2842.33,141420000,2842.33
1990-06-25,2857.18,2882.18,2834.90,2845.05,133100000,2845.05
1990-06-22,2901.73,2931.93,2848.02,2857.18,172570000,2857.18
1990-06-21,2895.30,2916.58,2870.05,2901.73,138570000,2901.73
1990-06-20,2893.56,2914.60,2868.81,2895.30,137420000,2895.30
1990-06-19,2882.18,2907.92,2866.58,2893.56,134930000,2893.56
1990-06-18,2930.45,2930.45,2877.48,2882.18,133470000,2882.18
1990-06-15,2928.22,2947.77,2902.72,2935.89,205130000,2935.89
1990-06-14,2929.95,2943.56,2902.97,2928.22,135770000,2928.22
1990-06-13,2933.42,2956.93,2910.15,2929.95,158910000,2929.95
1990-06-12,2892.57,2947.52,2877.97,2933.42,157100000,2933.42
1990-06-11,2862.38,2901.98,2852.97,2892.57,119550000,2892.57
1990-06-08,2897.33,2908.50,2850.73,2862.38,142600000,2862.38
1990-06-07,2911.65,2930.58,2880.34,2897.33,160360000,2897.33
1990-06-06,2925.00,2936.65,2891.99,2911.65,164030000,2911.65
1990-06-05,2935.19,2956.55,2911.89,2925.00,199720000,2925.00
1990-06-04,2900.97,2943.69,2883.98,2935.19,175520000,2935.19
1990-06-01,2876.66,2919.90,2868.69,2900.97,187860000,2900.97
1990-05-31,2878.56,2900.62,2854.64,2876.66,165690000,2876.66
1990-05-30,2870.49,2908.21,2853.89,2878.56,199540000,2878.56
1990-05-29,2820.92,2876.19,2812.62,2870.49,137410000,2870.49
1990-05-25,2855.55,2856.50,2806.69,2820.92,120250000,2820.92
1990-05-24,2856.26,2878.08,2828.04,2855.55,155140000,2855.55
1990-05-23,2852.23,2869.07,2824.95,2856.26,172330000,2856.26
1990-05-22,2844.68,2877.13,2828.51,2852.23,203350000,2852.23
1990-05-21,2819.91,2859.72,2802.08,2844.68,166280000,2844.68
1990-05-18,2831.71,2838.43,2804.63,2819.91,162520000,2819.91
1990-05-17,2819.68,2856.25,2811.57,2831.71,164770000,2831.71
1990-05-16,2822.45,2841.44,2800.23,2819.68,159810000,2819.68
1990-05-15,2821.53,2840.74,2798.15,2822.45,165730000,2822.45
1990-05-14,2801.58,2857.87,2793.75,2821.53,225410000,2821.53
1990-05-11,2743.02,2810.36,2743.02,2801.58,234040000,2801.58
1990-05-10,2732.88,2755.63,2716.44,2738.51,158460000,2738.51
1990-05-09,2733.56,2745.50,2710.14,2732.88,152220000,2732.88
1990-05-08,2721.62,2739.41,2710.36,2733.56,144230000,2733.56
1990-05-07,2710.36,2739.19,2698.87,2721.62,132760000,2721.62
1990-05-04,2696.17,2718.92,2682.43,2710.36,140550000,2710.36
1990-05-03,2689.64,2716.22,2682.88,2696.17,145560000,2696.17
1990-05-02,2668.92,2697.30,2659.01,2689.64,141610000,2689.64
1990-05-01,2656.76,2687.39,2651.35,2668.92,149020000,2668.92
1990-04-30,2645.05,2667.79,2627.70,2656.76,122750000,2656.76
1990-04-27,2676.58,2687.39,2639.19,2645.05,130630000,2645.05
1990-04-26,2666.44,2691.89,2650.22,2676.58,141330000,2676.58
1990-04-25,2654.50,2685.36,2649.32,2666.44,133480000,2666.44
1990-04-24,2666.67,2686.04,2643.69,2654.50,137360000,2654.50
1990-04-23,2690.77,2690.77,2650.90,2666.67,136150000,2666.67
1990-04-20,2711.94,2722.07,2668.47,2695.95,174260000,2695.95
1990-04-19,2732.88,2742.12,2700.00,2711.94,152930000,2711.94
1990-04-18,2765.77,2775.68,2722.75,2732.88,147130000,2732.88
1990-04-17,2763.06,2774.77,2738.29,2765.77,127990000,2765.77
1990-04-16,2751.80,2793.47,2748.87,2763.06,142810000,2763.06
1990-04-12,2729.73,2763.96,2729.50,2751.80,142470000,2751.80
1990-04-11,2731.08,2751.35,2713.29,2729.73,141080000,2729.73
1990-04-10,2722.07,2741.67,2707.88,2731.08,136020000,2731.08
1990-04-09,2717.12,2737.39,2701.35,2722.07,114970000,2722.07
1990-04-06,2721.17,2732.43,2695.50,2717.12,137490000,2717.12
1990-04-05,2719.37,2746.17,2709.01,2721.17,144170000,2721.17
1990-04-04,2736.71,2755.86,2708.56,2719.37,159540000,2719.37
1990-04-03,2700.45,2747.30,2699.55,2736.71,154310000,2736.71
1990-04-02,2707.21,2708.78,2668.69,2700.45,124360000,2700.45
1990-03-30,2727.70,2736.71,2692.34,2707.21,139340000,2707.21
1990-03-29,2743.69,2753.38,2711.49,2727.70,132190000,2727.70
1990-03-28,2736.94,2755.63,2716.21,2743.69,142300000,2743.69
1990-03-27,2707.66,2738.96,2691.89,2736.94,131610000,2736.94
1990-03-26,2704.28,2735.81,2697.97,2707.66,116110000,2707.66
1990-03-23,2695.72,2722.75,2688.06,2704.28,132070000,2704.28
1990-03-22,2727.93,2734.01,2674.32,2695.72,175930000,2695.72
1990-03-21,2738.74,2759.68,2718.24,2727.93,130990000,2727.93
1990-03-20,2755.63,2775.00,2724.10,2738.74,177320000,2738.74
1990-03-19,2741.22,2761.71,2706.53,2755.63,142300000,2755.63
1990-03-16,2699.32,2745.50,2699.32,2741.22,222520000,2741.22
1990-03-15,2687.84,2714.86,2677.93,2695.72,144410000,2695.72
1990-03-14,2674.55,2705.18,2662.39,2687.84,145060000,2687.84
1990-03-13,2686.71,2699.55,2657.88,2674.55,145440000,2674.55
1990-03-12,2683.33,2698.65,2661.94,2686.71,114790000,2686.71
1990-03-09,2696.17,2705.63,2665.54,2683.33,150410000,2683.33
1990-03-08,2669.59,2705.18,2661.26,2696.17,170900000,2696.17
1990-03-07,2676.80,2696.85,2656.08,2669.59,163580000,2669.59
1990-03-06,2649.55,2684.46,2638.06,2676.80,143640000,2676.80
1990-03-05,2660.36,2675.22,2636.71,2649.55,140110000,2649.55
1990-03-02,2635.59,2669.82,2630.18,2660.36,164330000,2660.36
1990-03-01,2627.25,2655.63,2607.88,2635.59,157930000,2635.59
1990-02-28,2617.12,2652.48,2603.60,2627.25,184410000,2627.25
1990-02-27,2602.48,2637.84,2592.12,2617.12,152590000,2617.12
1990-02-26,2564.19,2606.30,2560.13,2602.48,148910000,2602.48
1990-02-23,2574.77,2591.44,2540.99,2564.19,148490000,2564.19
1990-02-22,2583.56,2622.30,2568.02,2574.77,184320000,2574.77
1990-02-21,2596.85,2602.48,2556.31,2583.56,159240000,2583.56
1990-02-20,2619.14,2619.14,2579.05,2596.85,147300000,2596.85
1990-02-16,2649.55,2669.37,2623.65,2635.59,166840000,2635.59
1990-02-15,2624.32,2658.78,2614.86,2649.55,174630000,2649.55
1990-02-14,2624.10,2643.69,2608.11,2624.32,138530000,2624.32
1990-02-13,2619.14,2639.19,2592.57,2624.10,144490000,2624.10
1990-02-12,2648.20,2652.48,2610.59,2619.14,118390000,2619.14
1990-02-09,2644.37,2666.67,2628.15,2648.20,146910000,2648.20
1990-02-08,2640.09,2674.32,2622.30,2644.37,176240000,2644.37
1990-02-07,2606.31,2651.35,2579.28,2640.09,186710000,2640.09
1990-02-06,2622.52,2629.50,2588.29,2606.31,134070000,2606.31
1990-02-05,2602.70,2633.56,2592.12,2622.52,130950000,2622.52
1990-02-02,2586.26,2623.65,2577.03,2602.70,164400000,2602.70
1990-02-01,2590.54,2611.49,2571.85,2586.26,154580000,2586.26
1990-01-31,2546.85,2600.90,2546.85,2590.54,189660000,2590.54
1990-01-30,2553.38,2576.13,2513.06,2543.24,186030000,2543.24
1990-01-29,2559.23,2583.56,2522.97,2553.38,150770000,2553.38
1990-01-26,2561.04,2591.67,2516.89,2559.23,198190000,2559.23
1990-01-25,2604.50,2628.83,2546.17,2561.04,172270000,2561.04
1990-01-24,2615.32,2619.59,2534.23,2604.50,207830000,2604.50
1990-01-23,2600.45,2639.64,2584.01,2615.32,179300000,2615.32
1990-01-22,2677.90,2683.33,2595.27,2600.45,148380000,2600.45
1990-01-19,2666.38,2696.89,2657.85,2677.90,185590000,2677.90
1990-01-18,2659.13,2678.11,2625.85,2666.38,178590000,2666.38
1990-01-17,2692.62,2711.39,2643.77,2659.13,170470000,2659.13
1990-01-16,2669.37,2698.38,2634.17,2692.62,186070000,2692.62
1990-01-15,2689.21,2698.11,2656.36,2669.37,140590000,2669.37
1990-01-12,2735.92,2735.92,2675.98,2689.21,183880000,2689.21
1990-01-11,2750.64,2783.27,2748.29,2760.67,154390000,2760.67
1990-01-10,2766.00,2772.82,2725.47,2750.64,175990000,2750.64
1990-01-09,2794.37,2810.79,2760.03,2766.00,155210000,2766.00
1990-01-08,2773.25,2803.97,2753.41,2794.37,140110000,2794.37
1990-01-05,2796.08,2810.15,2758.11,2773.25,158530000,2773.25
1990-01-04,2809.73,2821.46,2766.42,2796.08,177000000,2796.08
1990-01-03,2810.15,2834.04,2786.26,2809.73,192330000,2809.73
1990-01-02,2753.20,2811.65,2732.51,2810.15,162070000,2810.15
